OD,Gamme,Heure,"N° de train"
SALE TABRIQUET - TANGER VILLE,AL BORAQ,12,1021
SALE TABRIQUET - TANGER VILLE,AL BORAQ,14,1033
SALE TABRIQUET - TANGER VILLE,AL BORAQ,15,1033
SALE TABRIQUET - TANGER VILLE,AL BORAQ,16,1037
SALE TABRIQUET - TANGER VILLE,AL BORAQ,17,1041
SALE TABRIQUET - TANGER VILLE,AL BORAQ,18,1045
SALE TABRIQUET - TANGER VILLE,AL BORAQ,19,1049
SALE TABRIQUET - TANGER VILLE,AL BORAQ,21,1057
SALE TABRIQUET - TANGER VILLE,TL,1,MT
SALE TABRIQUET - TANGER VILLE,TL,6,101
SALE TABRIQUET - TANGER VILLE,TL,8,180
SALE TABRIQUET - TANGER VILLE,TL,9,602
SALE TABRIQUET - TANGER VILLE,TL,10,151
SALE TABRIQUET - TANGER VILLE,TL,12,501
SALE TABRIQUET - TANGER VILLE,TL,13,610
SALE TABRIQUET - TANGER VILLE,TL,14,153
SALE TABRIQUET - TANGER VILLE,TL,17,618
SALE TABRIQUET - TANGER VILLE,TL,18,155
SALE TABRIQUET - TANGER VILLE,TNR,7,1
SALE TABRIQUET - TANGER VILLE,TNR,8,3
SALE TABRIQUET - TANGER VILLE,TNR,9,"7, 9"
SALE TABRIQUET - TANGER VILLE,TNR,10,11
SALE TABRIQUET - TANGER VILLE,TNR,11,15
SALE TABRIQUET - TANGER VILLE,TNR,13,23
SALE TABRIQUET - TANGER VILLE,TNR,14,27
SALE TABRIQUET - TANGER VILLE,TNR,15,31
SALE TABRIQUET - TANGER VILLE,TNR,16,"37, 35"
SALE TABRIQUET - TANGER VILLE,TNR,17,"39, 41"
SALE TABRIQUET - TANGER VILLE,TNR,18,43
SALE TABRIQUET - TANGER VILLE,TNR,20,51
SALE TABRIQUET - TAOURIRT,TL,6,101
SALE TABRIQUET - TAOURIRT,TL,7,103
SALE TABRIQUET - TAOURIRT,TL,9,602
SALE TABRIQUET - TAOURIRT,TL,12,301
SALE TABRIQUET - TAOURIRT,TL,13,610
SALE TABRIQUET - TAOURIRT,TL,16,303
SALE TABRIQUET - TAOURIRT,TL,22,MA
SALE TABRIQUET - TAOURIRT,TL,23,139
SALE TABRIQUET - TARFAYA,TL,18,128
SALE TABRIQUET - TAZA,TL,6,101
SALE TABRIQUET - TAZA,TL,7,103
SALE TABRIQUET - TAZA,TL,9,602
SALE TABRIQUET - TAZA,TL,12,301
SALE TABRIQUET - TAZA,TL,13,610
SALE TABRIQUET - TAZA,TL,16,303
SALE TABRIQUET - TAZA,TL,22,MA
SALE TABRIQUET - TAZA,TL,23,139
SALE TABRIQUET - TEMARA,TNR,6,"4, 2"
SALE TABRIQUET - TEMARA,TNR,7,"6, 8"
SALE TABRIQUET - TEMARA,TNR,8,10
SALE TABRIQUET - TEMARA,TNR,9,14
SALE TABRIQUET - TEMARA,TNR,11,24
SALE TABRIQUET - TEMARA,TNR,13,32
SALE TABRIQUET - TEMARA,TNR,15,40
SALE TABRIQUET - TEMARA,TNR,16,"44, 42"
SALE TABRIQUET - TEMARA,TNR,17,"48, 46"
SALE TABRIQUET - TEMARA,TNR,18,52
SALE TABRIQUET - TEMARA,TNR,19,56
SALE TABRIQUET - TIZNIT,TL,9,110
SALE TABRIQUET - TIZNIT,TL,10,112
SALE TABRIQUET - TIZNIT,TL,14,120
SALE TABRIQUET - TIZNIT,TL,18,128
SALE TABRIQUET - TLETA RISSANA,TL,6,101
SALE TABRIQUET - TLETA RISSANA,TL,8,180
SALE TABRIQUET - TLETA RISSANA,TL,9,602
SALE TABRIQUET - TLETA RISSANA,TL,10,151
SALE TABRIQUET - TLETA RISSANA,TL,13,610
SALE TABRIQUET - TLETA RISSANA,TL,14,153
SALE TABRIQUET - TLETA RISSANA,TL,17,618
SALE TABRIQUET - TLETA RISSANA,TL,18,155
SALE TABRIQUET - TLETA RISSANA,TNR,13,23
SALE TABRIQUET - TLETA RISSANA,TNR,17,41
SALE TABRIQUET - TNINE SIDI LYAMAN,TL,6,101
SALE TABRIQUET - TNINE SIDI LYAMAN,TL,8,180
SALE TABRIQUET - YOUSSOUFIA,TL,8,106
SALE TABRIQUET - YOUSSOUFIA,TL,11,701
SALE TABRIQUET - YOUSSOUFIA,TL,16,124
SALE TABRIQUET - YOUSSOUFIA,TL,19,703
SALE TABRIQUET - ZAG,TL,4,TM
SALE TABRIQUET - ZAGORA (SUPRAT.),TL,7,104
SALE TABRIQUET - ZAGORA (SUPRAT.),TL,8,106
SALE TABRIQUET - ZAGORA (SUPRAT.),TL,9,110
SALE TABRIQUET - ZAGORA (SUPRAT.),TL,10,112
SEBAA-AIOUN - ADDAKHLA,TL,8,112
SEBAA-AIOUN - AEROPORT Med V,TL,8,112
SEBAA-AIOUN - AEROPORT Med V,TNR,12,A17
SEBAA-AIOUN - AGADIR  (SUPRAT.),TL,12,120
SEBAA-AIOUN - AIN SEBAA,TL,8,112
SEBAA-AIOUN - AIN SEBAA,TL,12,120
SEBAA-AIOUN - AIN SEBAA,TL,16,128
SEBAA-AIOUN - AIN SEBAA,TL,20,204
SEBAA-AIOUN - AIN-TAOUJDATE,TL,7,171
SEBAA-AIOUN - AIN-TAOUJDATE,TL,8,101
SEBAA-AIOUN - AIN-TAOUJDATE,TL,11,301
SEBAA-AIOUN - AIN-TAOUJDATE,TL,12,"V60008, V15274"
SEBAA-AIOUN - AIN-TAOUJDATE,TL,15,303
SEBAA-AIOUN - AIN-TAOUJDATE,TL,16,V60004
SEBAA-AIOUN - AIN-TAOUJDATE,TL,18,305
SEBAA-AIOUN - AIN-TAOUJDATE,TL,20,620
SEBAA-AIOUN - ASILAH,TL,11,501
SEBAA-AIOUN - ASILAH,TL,14,202
SEBAA-AIOUN - ASILAH,TL,18,V20000
SEBAA-AIOUN - BENGUERIR,TL,8,112
SEBAA-AIOUN - BENGUERIR,TL,12,120
SEBAA-AIOUN - BENGUERIR,TL,16,128
SEBAA-AIOUN - BENI NSAR VILLE,TL,8,101
SEBAA-AIOUN - BERRECHID,TL,8,112
SEBAA-AIOUN - BERRECHID,TL,12,120
SEBAA-AIOUN - BERRECHID,TL,16,128
SEBAA-AIOUN - BOUSKOURA,TL,12,120
SEBAA-AIOUN - BOUSKOURA,TL,16,128
SEBAA-AIOUN - BOUSKOURA,TNR,16,A25
SEBAA-AIOUN - BOUSKOURA,TNR,19,V10004
SEBAA-AIOUN - BOUSKOURA,TNR,20,A33
SEBAA-AIOUN - CASA VOYAGEURS,TL,8,112
SEBAA-AIOUN - CASA VOYAGEURS,TL,12,120
SEBAA-AIOUN - CASA VOYAGEURS,TL,16,128
SEBAA-AIOUN - CASA VOYAGEURS,TL,20,204
SEBAA-AIOUN - CHEBABAT,TL,11,301
SEBAA-AIOUN - Casa Oasis,TL,8,112
SEBAA-AIOUN - Casa Oasis,TL,12,120
SEBAA-AIOUN - Casa Oasis,TL,16,128
SEBAA-AIOUN - EL AIOUN,TL,11,301
SEBAA-AIOUN - EL AIOUN,TL,15,303
SEBAA-AIOUN - EL JADIDA,TL,16,128
SEBAA-AIOUN - EL JADIDA,TNR,19,V10004
SEBAA-AIOUN - EL KSAR EL KEBIR,TL,11,501
SEBAA-AIOUN - EL KSAR EL KEBIR,TL,14,202
SEBAA-AIOUN - EL KSAR EL KEBIR,TL,18,V20000
SEBAA-AIOUN - ESSAOUIRA,TL,12,120
SEBAA-AIOUN - FES,TL,7,171
SEBAA-AIOUN - FES,TL,8,101
SEBAA-AIOUN - FES,TL,11,301
SEBAA-AIOUN - FES,TL,12,"V60008, V15274"
SEBAA-AIOUN - FES,TL,15,303
SEBAA-AIOUN - FES,TL,16,V60004
SEBAA-AIOUN - FES,TL,18,305
SEBAA-AIOUN - FES,TL,20,620
SEBAA-AIOUN - GUELMIME,TL,12,120
SEBAA-AIOUN - GUELMIME,TL,16,128
SEBAA-AIOUN - GUERCIF,TL,8,101
SEBAA-AIOUN - GUERCIF,TL,11,301
SEBAA-AIOUN - GUERCIF,TL,15,303
SEBAA-AIOUN - HASSI BERKANE,TL,8,101
SEBAA-AIOUN - INEZGANE (SUPRAT),TL,8,112
SEBAA-AIOUN - KENITRA,TL,8,112
SEBAA-AIOUN - KENITRA,TL,12,120
SEBAA-AIOUN - KENITRA,TL,16,128
SEBAA-AIOUN - KENITRA,TL,20,204
SEBAA-AIOUN - LAAYOUNE,TL,16,128
SEBAA-AIOUN - MARRAKECH,TL,8,112
SEBAA-AIOUN - MARRAKECH,TL,12,120
SEBAA-AIOUN - MARRAKECH,TL,15,128
SEBAA-AIOUN - MARRAKECH,TL,16,128
SEBAA-AIOUN - MARTIL,AL BORAQ,18,1045
SEBAA-AIOUN - MARTIL,TL,11,501
SEBAA-AIOUN - MARTIL,TL,16,128
SEBAA-AIOUN - MECHRA BEL KSIRI,TL,11,501
SEBAA-AIOUN - MECHRA BEL KSIRI,TL,14,202
SEBAA-AIOUN - MECHRA BEL KSIRI,TL,18,V20000
SEBAA-AIOUN - MEKNES,TL,6,170
SEBAA-AIOUN - MEKNES,TL,8,112
SEBAA-AIOUN - MEKNES,TL,11,501
SEBAA-AIOUN - MEKNES,TL,12,120
SEBAA-AIOUN - MEKNES,TL,14,202
SEBAA-AIOUN - MEKNES,TL,16,128
SEBAA-AIOUN - MEKNES,TL,18,V20000
SEBAA-AIOUN - MEKNES,TL,20,204
SEBAA-AIOUN - MEKNES AL AMIR,TL,8,112
SEBAA-AIOUN - MEKNES AL AMIR,TL,11,501
SEBAA-AIOUN - MEKNES AL AMIR,TL,12,120
SEBAA-AIOUN - MEKNES AL AMIR,TL,14,202
SEBAA-AIOUN - MEKNES AL AMIR,TL,16,128
SEBAA-AIOUN - MEKNES AL AMIR,TL,18,V20000
SEBAA-AIOUN - MOHAMMEDIA,TL,8,112
SEBAA-AIOUN - MOHAMMEDIA,TL,12,120
SEBAA-AIOUN - MOHAMMEDIA,TL,16,128
SEBAA-AIOUN - MOHAMMEDIA,TL,20,204
SEBAA-AIOUN - NADOR VILLE,TL,8,101
SEBAA-AIOUN - NAIMA,TL,11,301
SEBAA-AIOUN - OUARZAZATE,TL,8,112
SEBAA-AIOUN - OUED AMLIL,TL,8,101
SEBAA-AIOUN - OUED AMLIL,TL,11,301
SEBAA-AIOUN - OUED AMLIL,TL,15,303
SEBAA-AIOUN - OUJDA,TL,11,301
SEBAA-AIOUN - OUJDA,TL,15,303
SEBAA-AIOUN - RABAT AGDAL,TL,8,112
SEBAA-AIOUN - RABAT AGDAL,TL,12,120
SEBAA-AIOUN - RABAT AGDAL,TL,16,128
SEBAA-AIOUN - RABAT AGDAL,TL,20,204
SEBAA-AIOUN - RABAT VILLE,TL,8,112
SEBAA-AIOUN - RABAT VILLE,TL,12,120
SEBAA-AIOUN - RABAT VILLE,TL,16,128
SEBAA-AIOUN - RABAT VILLE,TL,20,204
SEBAA-AIOUN - SALE,TL,8,112
SEBAA-AIOUN - SALE,TL,12,120
SEBAA-AIOUN - SALE,TL,16,128
SEBAA-AIOUN - SALE,TL,20,204
SEBAA-AIOUN - SALE TABRIQUET,TL,8,112
SEBAA-AIOUN - SALE TABRIQUET,TL,12,120
SEBAA-AIOUN - SALE TABRIQUET,TL,16,128
SEBAA-AIOUN - SALE TABRIQUET,TL,20,204
SEBAA-AIOUN - SELOUANE,TL,8,101
SEBAA-AIOUN - SETTAT,TL,8,112
SEBAA-AIOUN - SETTAT,TL,12,120
SEBAA-AIOUN - SETTAT,TL,16,128
SEBAA-AIOUN - SIDI HARAZEM,TL,11,301
SEBAA-AIOUN - SIDI HARAZEM,TL,15,303
SEBAA-AIOUN - SIDI KACEM,TL,8,112
SEBAA-AIOUN - SIDI KACEM,TL,11,501
SEBAA-AIOUN - SIDI KACEM,TL,12,120
SEBAA-AIOUN - SIDI KACEM,TL,14,202
SEBAA-AIOUN - SIDI KACEM,TL,16,128
SEBAA-AIOUN - SIDI KACEM,TL,18,V20000
SEBAA-AIOUN - SIDI KACEM,TL,20,204
SEBAA-AIOUN - SIDI SLIMANE MEDINA,TL,8,112
SEBAA-AIOUN - SIDI SLIMANE MEDINA,TL,12,120
SEBAA-AIOUN - SIDI SLIMANE MEDINA,TL,16,128
SEBAA-AIOUN - SIDI SLIMANE MEDINA,TL,20,204
SEBAA-AIOUN - SIDI YAHIA,TL,16,128
SEBAA-AIOUN - SMARA,TL,8,112
SEBAA-AIOUN - SOUK EL ARBAA,TL,11,501
SEBAA-AIOUN - SOUK EL ARBAA,TL,14,202
SEBAA-AIOUN - SOUK EL ARBAA,TL,18,V20000
SEBAA-AIOUN - TAN TAN,TL,16,128
SEBAA-AIOUN - TANGER VILLE,AL BORAQ,10,1013
SEBAA-AIOUN - TANGER VILLE,AL BORAQ,18,1045
SEBAA-AIOUN - TANGER VILLE,TL,8,112
SEBAA-AIOUN - TANGER VILLE,TL,11,501
SEBAA-AIOUN - TANGER VILLE,TL,14,202
SEBAA-AIOUN - TANGER VILLE,TL,16,128
SEBAA-AIOUN - TANGER VILLE,TL,18,V20000
SEBAA-AIOUN - TAOURIRT,TL,8,101
SEBAA-AIOUN - TAOURIRT,TL,11,301
SEBAA-AIOUN - TAOURIRT,TL,15,303
SEBAA-AIOUN - TAZA,TL,8,101
SEBAA-AIOUN - TAZA,TL,11,301
SEBAA-AIOUN - TAZA,TL,15,303
SEBAA-AIOUN - TETOUAN,AL BORAQ,10,1013
SEBAA-AIOUN - TETOUAN,TL,8,112
SEBAA-AIOUN - TETOUAN,TL,11,501
SELOUANE                       - AIN-TAOUJDATE,TL,9,503
SELOUANE                       - AIN-TAOUJDATE,TL,16,130
SELOUANE                       - CASA VOYAGEURS,TL,9,503
SELOUANE                       - CASA VOYAGEURS,TL,16,130
SELOUANE                       - FES,TL,9,503
SELOUANE                       - GUERCIF,TL,9,503
SELOUANE                       - HASSI BERKANE,TL,9,503
SELOUANE                       - KENITRA,TL,9,503
SELOUANE                       - KENITRA,TL,16,130
SELOUANE                       - MARRAKECH,TL,9,503
SELOUANE                       - MARRAKECH,TL,16,130
SELOUANE                       - MEKNES,TL,9,503
SELOUANE                       - MEKNES,TL,16,130
SELOUANE                       - MEKNES AL AMIR,TL,9,503
SELOUANE                       - MEKNES AL AMIR,TL,16,130
SELOUANE                       - MELG EL OUIDANE,TL,9,503
SELOUANE                       - MOHAMMEDIA,TL,9,503
SELOUANE                       - MOHAMMEDIA,TL,16,130
SELOUANE                       - OUED AMLIL,TL,9,503
SELOUANE                       - RABAT AGDAL,TL,9,503
SELOUANE                       - RABAT AGDAL,TL,16,130
SELOUANE                       - RABAT VILLE,TL,9,503
SELOUANE                       - RABAT VILLE,TL,16,130
SELOUANE                       - SALE,TL,9,503
SELOUANE                       - SALE,TL,16,130
SELOUANE                       - SALE TABRIQUET,TL,9,503
SELOUANE                       - SALE TABRIQUET,TL,16,130
SELOUANE                       - SIDI KACEM,TL,9,503
SELOUANE                       - SIDI KACEM,TL,16,130
SELOUANE                       - SIDI SLIMANE MEDINA,TL,9,503
SELOUANE                       - SIDI SLIMANE MEDINA,TL,16,130
SELOUANE                       - SIDI YAHIA,TL,9,503
SELOUANE                       - SIDI YAHIA,TL,16,130
SELOUANE                       - TAOURIRT,TL,9,503
SELOUANE                       - TAZA,TL,9,503
SETTAT - ADDAKHLA,TL,11,110
SETTAT - ADDAKHLA,TL,12,112
SETTAT - ADDAKHLA,TL,18,124
SETTAT - AEROPORT Med V,TL,6,600
SETTAT - AEROPORT Med V,TL,7,602
SETTAT - AEROPORT Med V,TL,8,"V60008, V15274"
SETTAT - AEROPORT Med V,TL,9,606
SETTAT - AEROPORT Med V,TL,10,"V60006, V15254"
SETTAT - AEROPORT Med V,TL,11,610
SETTAT - AEROPORT Med V,TL,12,V60004
SETTAT - AEROPORT Med V,TL,13,614
SETTAT - AEROPORT Med V,TL,14,616
SETTAT - AEROPORT Med V,TL,15,618
SETTAT - AEROPORT Med V,TL,16,620
SETTAT - AEROPORT Med V,TL,17,622
SETTAT - AEROPORT Med V,TL,18,624
SETTAT - AEROPORT Med V,TL,19,626
SETTAT - AEROPORT Med V,TNR,8,"654, A9"
SETTAT - AEROPORT Med V,TNR,9,A11
SETTAT - AEROPORT Med V,TNR,10,"656, A13"
SETTAT - AEROPORT Med V,TNR,11,A15
SETTAT - AEROPORT Med V,TNR,12,"658, A17"
SETTAT - AEROPORT Med V,TNR,13,A19
SETTAT - AEROPORT Med V,TNR,14,"660, A21"
SETTAT - AEROPORT Med V,TNR,15,A23
SETTAT - AEROPORT Med V,TNR,16,"A25, 662"
SETTAT - AEROPORT Med V,TNR,17,A27
SETTAT - AEROPORT Med V,TNR,18,"664, A29"
SETTAT - AEROPORT Med V,TNR,19,A31
SETTAT - AEROPORT Med V,TNR,20,A33
SETTAT - AEROPORT Med V,TNR,21,A35
SETTAT - AGADIR  (SUPRAT.),TL,7,TM
SETTAT - AGADIR  (SUPRAT.),TL,9,104
SETTAT - AGADIR  (SUPRAT.),TL,10,106
SETTAT - AGADIR  (SUPRAT.),TL,11,110
SETTAT - AGADIR  (SUPRAT.),TL,13,114
SETTAT - AGADIR  (SUPRAT.),TL,14,116
SETTAT - AGADIR  (SUPRAT.),TL,16,120
SETTAT - AGADIR  (SUPRAT.),TL,18,124
SETTAT - AGADIR  (SUPRAT.),TL,20,128
SETTAT - AGDZ (SUPRAT.),TL,9,104
SETTAT - AGDZ (SUPRAT.),TL,10,106
SETTAT - AGDZ (SUPRAT.),TL,11,110
SETTAT - AGDZ (SUPRAT.),TL,12,112
SETTAT - AIN SEBAA,TL,6,600
SETTAT - AIN SEBAA,TL,7,602
SETTAT - AIN SEBAA,TL,8,"V60008, V15274"
SETTAT - AIN SEBAA,TL,9,606
SETTAT - AIN SEBAA,TL,10,"V60006, V15254"
SETTAT - AIN SEBAA,TL,11,610
SETTAT - AIN SEBAA,TL,12,V60004
SETTAT - AIN SEBAA,TL,13,614
SETTAT - AIN SEBAA,TL,14,616
SETTAT - AIN SEBAA,TL,15,618
SETTAT - AIN SEBAA,TL,16,620
SETTAT - AIN SEBAA,TL,17,622
SETTAT - AIN SEBAA,TL,18,624
SETTAT - AIN SEBAA,TL,19,626
SETTAT - AIN SEBAA,TL,20,628
SETTAT - AIN SEBAA,TL,21,"V15002, V15074"
SETTAT - AIN SEBAA,TL,22,MT
SETTAT - AIN SEBAA,TNR,6,652
SETTAT - AIN SEBAA,TNR,8,"7, 654"
SETTAT - AIN SEBAA,TNR,10,"656, 15"
SETTAT - AIN SEBAA,TNR,12,"658, 23"
SETTAT - AIN SEBAA,TNR,14,"31, 660"
SETTAT - AIN SEBAA,TNR,15,37
SETTAT - AIN SEBAA,TNR,16,662
SETTAT - AIN SEBAA,TNR,18,"664, 47"
SETTAT - AIN SEBAA,TNR,20,55
SETTAT - AIN-TAOUJDATE,TL,6,600
SETTAT - AIN-TAOUJDATE,TL,8,"V60008, V15274"
SETTAT - AIN-TAOUJDATE,TL,10,"V60006, V15254"
SETTAT - AIN-TAOUJDATE,TL,12,V60004
SETTAT - AIN-TAOUJDATE,TL,13,614
SETTAT - AIN-TAOUJDATE,TL,14,616
SETTAT - AIN-TAOUJDATE,TL,16,620
SETTAT - AIN-TAOUJDATE,TL,18,624
SETTAT - ASILAH,TL,7,602
SETTAT - ASILAH,TL,10,151
SETTAT - ASILAH,TL,11,610
SETTAT - ASILAH,TL,12,501
SETTAT - ASILAH,TL,14,153
SETTAT - ASILAH,TL,15,618
SETTAT - ASILAH,TL,18,155
SETTAT - ASILAH,TL,22,MT
SETTAT - ASILAH,TNR,10,656
SETTAT - ASILAH,TNR,12,23
SETTAT - ASSA,TL,7,TM
SETTAT - AZEMMOUR HALTE,TL,7,602
SETTAT - AZEMMOUR HALTE,TL,9,606
SETTAT - AZEMMOUR HALTE,TL,11,610
SETTAT - AZEMMOUR HALTE,TL,13,614
SETTAT - AZEMMOUR HALTE,TL,15,618
SETTAT - AZEMMOUR HALTE,TL,16,620
SETTAT - AZEMMOUR HALTE,TL,17,622
SETTAT - AZEMMOUR HALTE,TL,18,624
SETTAT - AZEMMOUR HALTE,TNR,8,803
SETTAT - AZEMMOUR HALTE,TNR,10,805
SETTAT - AZEMMOUR HALTE,TNR,12,807
SETTAT - AZEMMOUR HALTE,TNR,14,809
SETTAT - AZEMMOUR HALTE,TNR,16,811
SETTAT - AZEMMOUR HALTE,TNR,17,813
SETTAT - AZEMMOUR HALTE,TNR,18,815
SETTAT - AZEMMOUR HALTE,TNR,19,V10004
SETTAT - BENGUERIR,TL,7,TM
SETTAT - BENGUERIR,TL,9,104
SETTAT - BENGUERIR,TL,10,106
SETTAT - BENGUERIR,TL,11,110
SETTAT - BENGUERIR,TL,12,"122, 112"
SETTAT - BENGUERIR,TL,13,114
SETTAT - BENGUERIR,TL,14,116
SETTAT - BENGUERIR,TL,15,118
SETTAT - BENGUERIR,TL,16,120
SETTAT - BENGUERIR,TL,17,122
SETTAT - BENGUERIR,TL,18,124
SETTAT - BENGUERIR,TL,19,126
SETTAT - BENGUERIR,TL,20,128
SETTAT - BENGUERIR,TL,21,130
SETTAT - BENGUERIR,TL,22,132
SETTAT - BENGUERIR,TL,23,134
SETTAT - BERRECHID,TL,6,600
SETTAT - BERRECHID,TL,7,602
SETTAT - BERRECHID,TL,8,"V60008, V15274"
SETTAT - BERRECHID,TL,9,606
SETTAT - BERRECHID,TL,10,"V60006, V15254"
SETTAT - BERRECHID,TL,11,610
SETTAT - BERRECHID,TL,12,V60004
SETTAT - BERRECHID,TL,13,614
SETTAT - BERRECHID,TL,14,616
SETTAT - BERRECHID,TL,15,618
SETTAT - BERRECHID,TL,16,620
SETTAT - BERRECHID,TL,17,622
SETTAT - BERRECHID,TL,18,624
SETTAT - BERRECHID,TL,19,626
SETTAT - BERRECHID,TL,20,628
SETTAT - BERRECHID,TL,21,V15002
SETTAT - BERRECHID,TL,22,MT
SETTAT - BERRECHID,TNR,6,652
SETTAT - BERRECHID,TNR,8,654
SETTAT - BERRECHID,TNR,10,656
SETTAT - BERRECHID,TNR,12,658
SETTAT - BERRECHID,TNR,14,660
SETTAT - BERRECHID,TNR,16,662
SETTAT - BERRECHID,TNR,18,664
SETTAT - BERRECHID,TNR,20,666
SETTAT - BIDANE,TL,18,124
SETTAT - BIDANE,TL,19,703
SETTAT - BOUIZAKARNE,TL,7,TM
SETTAT - BOUIZAKARNE,TL,11,110
SETTAT - BOUIZAKARNE,TL,16,120
SETTAT - BOUIZAKARNE,TL,18,124
SETTAT - BOUIZAKARNE,TL,20,128
SETTAT - BOUJDOUR,TL,11,110
SETTAT - BOUJDOUR,TL,12,112
SETTAT - BOUJDOUR,TL,18,124
SETTAT - BOUSKOURA,TL,6,600
SETTAT - BOUSKOURA,TL,7,602
SETTAT - BOUSKOURA,TL,12,V60004
SETTAT - BOUSKOURA,TL,13,614
SETTAT - BOUSKOURA,TL,14,616
SETTAT - BOUSKOURA,TL,16,620
SETTAT - BOUSKOURA,TL,18,624
SETTAT - BOUSKOURA,TNR,6,652
SETTAT - BOUSKOURA,TNR,8,"803, 654, A9"
SETTAT - BOUSKOURA,TNR,10,656
SETTAT - BOUSKOURA,TNR,12,658
SETTAT - BOUSKOURA,TNR,14,"809, 660, A21, V15148"
SETTAT - BOUSKOURA,TNR,16,"A25, 662"
SETTAT - BOUSKOURA,TNR,17,813
SETTAT - BOUSKOURA,TNR,18,664
SETTAT - BOUSKOURA,TNR,20,"A33, 666"
SETTAT - BOUZNIKA,TNR,6,652
SETTAT - BOUZNIKA,TNR,8,"7, 654"
SETTAT - BOUZNIKA,TNR,10,"656, 15"
SETTAT - BOUZNIKA,TNR,12,"658, 23"
SETTAT - BOUZNIKA,TNR,14,31
SETTAT - BOUZNIKA,TNR,16,662
SETTAT - BOUZNIKA,TNR,18,"664, 47"
SETTAT - BOUZNIKA,TNR,20,55
SETTAT - CASA PORT,TNR,6,652
SETTAT - CASA PORT,TNR,8,654
SETTAT - CASA PORT,TNR,10,656
SETTAT - CASA PORT,TNR,12,658
SETTAT - CASA PORT,TNR,14,660
SETTAT - CASA PORT,TNR,16,662
SETTAT - CASA PORT,TNR,18,664
SETTAT - CASA PORT,TNR,20,666
SETTAT - CASA VOYAGEURS,TL,6,600
SETTAT - CASA VOYAGEURS,TL,7,"602, 606"
SETTAT - CASA VOYAGEURS,TL,8,"V60008, V15274"
SETTAT - CASA VOYAGEURS,TL,9,606
SETTAT - CASA VOYAGEURS,TL,10,"V60006, V15254"
SETTAT - CASA VOYAGEURS,TL,11,610
SETTAT - CASA VOYAGEURS,TL,12,V60004
SETTAT - CASA VOYAGEURS,TL,13,614
SETTAT - CASA VOYAGEURS,TL,14,616
SETTAT - CASA VOYAGEURS,TL,15,618
SETTAT - CASA VOYAGEURS,TL,16,620
SETTAT - CASA VOYAGEURS,TL,17,622
SETTAT - CASA VOYAGEURS,TL,18,624
SETTAT - CASA VOYAGEURS,TL,19,626
SETTAT - CASA VOYAGEURS,TL,20,628
SETTAT - CASA VOYAGEURS,TL,21,"V15002, V15074"
SETTAT - CASA VOYAGEURS,TL,22,MT
SETTAT - CASA VOYAGEURS,TNR,6,652
SETTAT - CASA VOYAGEURS,TNR,8,654
SETTAT - CASA VOYAGEURS,TNR,10,656
SETTAT - CASA VOYAGEURS,TNR,12,658
SETTAT - CASA VOYAGEURS,TNR,14,660
SETTAT - CASA VOYAGEURS,TNR,16,662
SETTAT - CASA VOYAGEURS,TNR,18,664
SETTAT - CASA VOYAGEURS,TNR,20,666
SETTAT - CHEBABAT,TL,11,610
SETTAT - CHEBABAT,TL,16,303
SETTAT - Casa Oasis,TL,6,600
SETTAT - Casa Oasis,TL,7,602
SETTAT - Casa Oasis,TL,8,"V60008, V15274"
SETTAT - Casa Oasis,TL,9,606
SETTAT - Casa Oasis,TL,10,"V60004, V60006, V15254"
SETTAT - Casa Oasis,TL,11,610
SETTAT - Casa Oasis,TL,12,V60004
SETTAT - Casa Oasis,TL,13,"614, 618"
SETTAT - Casa Oasis,TL,14,616
SETTAT - Casa Oasis,TL,15,618
SETTAT - Casa Oasis,TL,16,620
SETTAT - Casa Oasis,TL,17,"622, 626"
SETTAT - Casa Oasis,TL,18,624
SETTAT - Casa Oasis,TL,19,626
SETTAT - Casa Oasis,TL,20,628
SETTAT - Casa Oasis,TL,21,"V15002, V15074"
SETTAT - Casa Oasis,TL,22,MT
SETTAT - Casa Oasis,TNR,6,652
SETTAT - Casa Oasis,TNR,8,654
SETTAT - Casa Oasis,TNR,10,656
SETTAT - Casa Oasis,TNR,12,658
SETTAT - Casa Oasis,TNR,14,660
SETTAT - Casa Oasis,TNR,16,662
SETTAT - Casa Oasis,TNR,18,664
SETTAT - Casa Oasis,TNR,20,666
SETTAT - DAR EL GUEDARI,TL,7,602
SETTAT - DAR EL GUEDARI,TL,10,151
SETTAT - DAR EL GUEDARI,TL,11,610
SETTAT - DAR EL GUEDARI,TL,14,153
SETTAT - DAR EL GUEDARI,TL,15,618
SETTAT - DAR EL GUEDARI,TL,18,155
SETTAT - EL AIOUN,TL,7,602
SETTAT - EL AIOUN,TL,12,301
SETTAT - EL ARIA,TL,10,106
SETTAT - EL ARIA,TL,11,701
SETTAT - EL JADIDA,TL,7,602
SETTAT - EL JADIDA,TL,9,606
SETTAT - EL JADIDA,TL,11,610
SETTAT - EL JADIDA,TL,13,614
SETTAT - EL JADIDA,TL,15,618
SETTAT - EL JADIDA,TL,16,620
SETTAT - EL JADIDA,TL,17,622
SETTAT - EL JADIDA,TL,18,624
SETTAT - EL JADIDA,TNR,8,803
SETTAT - EL JADIDA,TNR,10,805
SETTAT - EL JADIDA,TNR,12,807
SETTAT - EL JADIDA,TNR,14,809
SETTAT - EL JADIDA,TNR,16,811
